timestamp,temperature,precipitation,humidity,wind_speed,cloud_cover
2016-01-11 00:00:00,2.9,0.0,86,22.9,96
2016-01-11 01:00:00,3.0,0.0,86,22.1,83
2016-01-11 02:00:00,2.9,0.0,86,19.9,74
2016-01-11 03:00:00,2.6,0.0,87,17.1,31
2016-01-11 04:00:00,2.2,0.0,89,14.8,32
2016-01-11 05:00:00,1.8,0.0,89,13.1,30
2016-01-11 06:00:00,1.4,0.0,90,12.0,24
2016-01-11 07:00:00,1.7,0.0,90,10.5,30
2016-01-11 08:00:00,1.6,0.0,90,9.4,30
2016-01-11 09:00:00,1.4,0.0,91,9.0,35
2016-01-11 10:00:00,1.9,0.0,91,10.5,71
2016-01-11 11:00:00,2.8,0.0,91,10.9,76
2016-01-11 12:00:00,3.6,0.0,90,10.5,66
2016-01-11 13:00:00,3.9,0.0,89,11.2,76
2016-01-11 14:00:00,4.2,0.0,87,11.0,67
2016-01-11 15:00:00,4.0,0.0,87,8.6,72
2016-01-11 16:00:00,3.3,0.0,90,6.2,40
2016-01-11 17:00:00,2.2,0.0,94,7.0,81
2016-01-11 18:00:00,2.2,0.0,93,5.6,97
2016-01-11 19:00:00,2.4,0.1,94,5.5,91
2016-01-11 20:00:00,1.7,0.2,95,6.0,57
2016-01-11 21:00:00,1.7,0.1,96,5.5,58
2016-01-11 22:00:00,1.5,0.1,95,2.3,93
2016-01-11 23:00:00,2.1,0.2,94,3.1,79
2016-01-12 00:00:00,2.0,0.2,94,4.5,96
2016-01-12 01:00:00,0.2,0.0,97,7.6,99
2016-01-12 02:00:00,1.4,0.0,96,10.1,100
2016-01-12 03:00:00,2.3,0.0,96,11.7,100
2016-01-12 04:00:00,2.8,0.0,97,13.2,85
2016-01-12 05:00:00,2.7,0.0,96,14.3,84
2016-01-12 06:00:00,2.8,0.0,93,14.6,82
2016-01-12 07:00:00,2.3,0.3,91,15.1,86
2016-01-12 08:00:00,2.5,0.5,92,15.2,98
2016-01-12 09:00:00,2.6,0.7,93,15.3,100
2016-01-12 10:00:00,2.8,0.7,94,18.1,100
2016-01-12 11:00:00,3.0,0.8,95,18.0,100
2016-01-12 12:00:00,3.4,0.5,94,16.2,100
2016-01-12 13:00:00,3.8,0.4,94,14.0,99
2016-01-12 14:00:00,4.0,0.3,93,12.2,100
2016-01-12 15:00:00,3.9,0.2,92,10.8,97
2016-01-12 16:00:00,3.4,0.3,93,8.4,100
2016-01-12 17:00:00,3.1,0.4,93,9.0,98
2016-01-12 18:00:00,2.7,0.4,93,9.4,97
2016-01-12 19:00:00,2.8,0.3,94,9.8,95
2016-01-12 20:00:00,2.6,0.2,93,10.8,98
2016-01-12 21:00:00,2.4,0.0,93,11.9,100
2016-01-12 22:00:00,2.4,0.0,92,13.0,86
2016-01-12 23:00:00,2.0,0.0,92,13.4,53
2016-01-13 00:00:00,1.6,0.0,91,13.7,22
2016-01-13 01:00:00,1.1,0.0,91,14.4,1
2016-01-13 02:00:00,0.5,0.0,91,14.8,0
2016-01-13 03:00:00,0.1,0.0,92,15.2,0
2016-01-13 04:00:00,-0.0,0.0,91,15.3,0
2016-01-13 05:00:00,-0.1,0.0,91,14.7,0
2016-01-13 06:00:00,-0.2,0.0,92,13.7,1
2016-01-13 07:00:00,-0.3,0.0,89,13.0,3
2016-01-13 08:00:00,-0.5,0.0,89,12.6,9
2016-01-13 09:00:00,-0.5,0.0,89,12.6,50
2016-01-13 10:00:00,0.2,0.0,89,13.4,98
2016-01-13 11:00:00,1.3,0.0,88,13.5,98
2016-01-13 12:00:00,2.3,0.0,87,11.9,100
2016-01-13 13:00:00,2.7,0.0,87,10.5,100
2016-01-13 14:00:00,2.8,0.0,88,8.1,100
2016-01-13 15:00:00,2.5,0.0,89,4.5,100
2016-01-13 16:00:00,2.0,0.0,91,5.4,100
2016-01-13 17:00:00,1.6,0.4,91,5.6,99
2016-01-13 18:00:00,1.0,0.6,93,7.2,98
2016-01-13 19:00:00,0.5,0.4,96,7.8,100
2016-01-13 20:00:00,0.8,0.5,98,8.5,100
2016-01-13 21:00:00,0.8,0.6,99,9.7,100
2016-01-13 22:00:00,0.9,0.8,99,12.5,100
2016-01-13 23:00:00,0.8,0.6,99,13.0,100
2016-01-14 00:00:00,0.7,0.4,98,15.5,99
2016-01-14 01:00:00,0.7,0.3,96,16.9,100
2016-01-14 02:00:00,0.7,0.3,93,17.7,100
2016-01-14 03:00:00,0.7,0.2,88,17.5,100
2016-01-14 04:00:00,0.4,0.1,83,16.6,100
2016-01-14 05:00:00,0.2,0.0,79,15.3,98
2016-01-14 06:00:00,-0.1,0.0,76,14.3,100
2016-01-14 07:00:00,-0.0,0.0,78,14.3,100
2016-01-14 08:00:00,-0.3,0.0,77,13.7,100
2016-01-14 09:00:00,-0.4,0.0,77,13.0,99
2016-01-14 10:00:00,-0.3,0.0,77,13.5,100
2016-01-14 11:00:00,-0.1,0.0,79,14.1,98
2016-01-14 12:00:00,0.4,0.0,79,14.5,94
2016-01-14 13:00:00,0.7,0.0,79,14.2,99
2016-01-14 14:00:00,0.8,0.0,79,13.8,28
2016-01-14 15:00:00,0.5,0.0,79,15.2,27
2016-01-14 16:00:00,-0.1,0.0,80,14.8,22
2016-01-14 17:00:00,-0.5,0.0,80,14.4,22
2016-01-14 18:00:00,-0.8,0.0,82,14.5,8
2016-01-14 19:00:00,-0.8,0.0,82,14.1,5
2016-01-14 20:00:00,-1.0,0.0,83,14.1,4
2016-01-14 21:00:00,-1.2,0.0,84,14.0,31
2016-01-14 22:00:00,-1.2,0.0,85,14.4,38
2016-01-14 23:00:00,-1.3,0.0,86,14.4,40
2016-01-15 00:00:00,-1.4,0.0,86,13.7,45
2016-01-15 01:00:00,-1.5,0.0,87,13.3,63
2016-01-15 02:00:00,-1.4,0.0,88,14.1,60
2016-01-15 03:00:00,-1.4,0.0,88,14.5,42
2016-01-15 04:00:00,-1.3,0.0,88,15.5,7
2016-01-15 05:00:00,-1.0,0.0,87,16.8,0
2016-01-15 06:00:00,-0.7,0.0,87,17.9,0
2016-01-15 07:00:00,-0.6,0.0,87,18.3,1
2016-01-15 08:00:00,-0.4,0.0,87,17.6,0
2016-01-15 09:00:00,-0.3,0.0,86,15.3,4
2016-01-15 10:00:00,0.3,0.0,85,15.0,20
2016-01-15 11:00:00,1.1,0.0,85,15.6,42
2016-01-15 12:00:00,1.8,0.0,85,14.4,48
2016-01-15 13:00:00,2.2,0.0,83,15.5,23
2016-01-15 14:00:00,2.2,0.0,83,14.0,5
2016-01-15 15:00:00,1.9,0.0,84,13.4,6
2016-01-15 16:00:00,1.4,0.0,85,11.8,3
2016-01-15 17:00:00,0.9,0.0,85,10.3,6
2016-01-15 18:00:00,0.5,0.0,85,10.0,2
2016-01-15 19:00:00,0.4,0.0,82,10.7,1
2016-01-15 20:00:00,-0.0,0.0,82,10.5,15
2016-01-15 21:00:00,-0.6,0.0,83,9.7,10
2016-01-15 22:00:00,-1.5,0.0,83,9.9,1
2016-01-15 23:00:00,-1.9,0.0,83,10.0,10
2016-01-16 00:00:00,-2.2,0.0,84,9.5,1
2016-01-16 01:00:00,-2.2,0.0,84,8.9,0
2016-01-16 02:00:00,-2.0,0.0,84,7.4,1
2016-01-16 03:00:00,-1.6,0.0,84,6.7,0
2016-01-16 04:00:00,-2.2,0.0,85,6.2,7
2016-01-16 05:00:00,-2.8,0.0,85,6.1,46
2016-01-16 06:00:00,-3.1,0.0,86,6.2,82
2016-01-16 07:00:00,-4.2,0.0,89,5.9,97
2016-01-16 08:00:00,-3.9,0.0,87,5.7,100
2016-01-16 09:00:00,-3.1,0.0,85,5.0,100
2016-01-16 10:00:00,-1.2,0.0,82,3.9,100
2016-01-16 11:00:00,0.5,0.0,78,3.3,100
2016-01-16 12:00:00,0.2,0.0,79,4.1,100
2016-01-16 13:00:00,0.2,0.0,84,3.8,100
2016-01-16 14:00:00,0.5,0.0,83,3.3,100
2016-01-16 15:00:00,0.3,0.0,84,2.9,100
2016-01-16 16:00:00,0.0,0.0,83,4.4,99
2016-01-16 17:00:00,-0.3,0.0,83,3.4,96
2016-01-16 18:00:00,-0.7,0.0,84,4.0,97
2016-01-16 19:00:00,-1.1,0.1,87,4.1,97
2016-01-16 20:00:00,-1.2,0.1,87,4.6,100
2016-01-16 21:00:00,-1.2,0.0,87,5.0,100
2016-01-16 22:00:00,-1.2,0.0,86,4.2,90
2016-01-16 23:00:00,-1.2,0.0,86,6.8,91
2016-01-17 00:00:00,-1.1,0.0,85,7.3,68
2016-01-17 01:00:00,-1.2,0.0,86,7.8,34
2016-01-17 02:00:00,-2.3,0.0,87,7.8,22
2016-01-17 03:00:00,-2.8,0.0,88,8.0,16
2016-01-17 04:00:00,-3.4,0.0,89,8.8,9
2016-01-17 05:00:00,-4.2,0.0,90,10.0,10
2016-01-17 06:00:00,-4.9,0.0,90,9.6,8
2016-01-17 07:00:00,-5.2,0.0,90,9.7,19
2016-01-17 08:00:00,-5.9,0.0,90,9.7,32
2016-01-17 09:00:00,-6.5,0.0,90,9.7,50
2016-01-17 10:00:00,-5.5,0.0,89,8.0,40
2016-01-17 11:00:00,-3.6,0.0,86,5.5,69
2016-01-17 12:00:00,-1.3,0.0,83,6.6,92
2016-01-17 13:00:00,0.2,0.0,80,6.9,97
2016-01-17 14:00:00,0.6,0.0,80,5.1,100
2016-01-17 15:00:00,0.5,0.0,82,6.7,99
2016-01-17 16:00:00,0.4,0.0,83,7.1,99
2016-01-17 17:00:00,0.4,0.0,84,6.4,100
2016-01-17 18:00:00,0.2,0.0,85,5.2,100
2016-01-17 19:00:00,0.0,0.0,88,5.1,100
2016-01-17 20:00:00,-0.2,0.0,90,5.4,100
2016-01-17 21:00:00,-0.2,0.0,91,5.3,100
2016-01-17 22:00:00,0.0,0.0,90,3.1,100
2016-01-17 23:00:00,0.4,0.0,89,3.2,100
2016-01-18 00:00:00,1.0,0.0,88,3.1,100
2016-01-18 01:00:00,0.9,0.0,89,2.8,100
2016-01-18 02:00:00,0.9,0.0,90,1.5,100
2016-01-18 03:00:00,0.9,0.1,91,0.8,100
2016-01-18 04:00:00,0.8,0.2,93,0.4,100
2016-01-18 05:00:00,0.7,0.2,94,1.0,100
2016-01-18 06:00:00,0.6,0.2,94,1.9,100
2016-01-18 07:00:00,1.1,0.2,92,2.3,100
2016-01-18 08:00:00,1.1,0.2,93,2.9,100
2016-01-18 09:00:00,1.3,0.3,94,3.0,100
2016-01-18 10:00:00,1.6,0.4,94,1.9,100
2016-01-18 11:00:00,1.9,0.4,95,1.1,100
2016-01-18 12:00:00,2.1,0.5,96,0.5,100
2016-01-18 13:00:00,2.1,0.5,96,1.4,100
2016-01-18 14:00:00,2.1,0.5,96,1.8,100
2016-01-18 15:00:00,1.9,0.3,98,1.1,100
2016-01-18 16:00:00,1.8,0.3,99,1.4,100
2016-01-18 17:00:00,1.3,0.3,99,1.8,100
2016-01-18 18:00:00,1.2,0.3,99,1.8,100
2016-01-18 19:00:00,1.2,0.2,99,1.6,100
2016-01-18 20:00:00,1.1,0.1,99,1.8,100
2016-01-18 21:00:00,1.2,0.0,98,3.3,99
2016-01-18 22:00:00,1.3,0.0,98,2.2,100
2016-01-18 23:00:00,1.3,0.0,98,2.5,98
2016-01-19 00:00:00,1.2,0.0,98,3.1,96
2016-01-19 01:00:00,1.1,0.0,97,2.8,94
2016-01-19 02:00:00,0.9,0.0,98,3.3,94
2016-01-19 03:00:00,0.9,0.0,97,4.1,92
2016-01-19 04:00:00,1.1,0.0,96,4.0,92
2016-01-19 05:00:00,1.1,0.0,95,4.2,91
2016-01-19 06:00:00,0.7,0.0,95,4.5,91
2016-01-19 07:00:00,0.5,0.0,96,4.7,98
2016-01-19 08:00:00,0.6,0.0,96,5.4,92
2016-01-19 09:00:00,1.0,0.0,95,4.0,99
2016-01-19 10:00:00,1.4,0.0,95,2.6,98
2016-01-19 11:00:00,1.8,0.0,95,2.5,99
2016-01-19 12:00:00,2.6,0.0,91,3.4,98
2016-01-19 13:00:00,2.6,0.0,91,2.8,100
2016-01-19 14:00:00,3.1,0.0,87,1.3,100
2016-01-19 15:00:00,2.9,0.0,91,1.5,100
2016-01-19 16:00:00,2.6,0.0,90,2.9,100
2016-01-19 17:00:00,2.4,0.0,90,2.6,100
2016-01-19 18:00:00,2.1,0.0,91,1.9,100
2016-01-19 19:00:00,2.8,0.0,88,1.1,98
2016-01-19 20:00:00,2.7,0.0,89,0.7,97
2016-01-19 21:00:00,2.5,0.0,90,1.4,98
2016-01-19 22:00:00,2.2,0.0,91,3.2,99
2016-01-19 23:00:00,2.3,0.0,90,3.1,97
2016-01-20 00:00:00,2.1,0.0,91,3.2,92
2016-01-20 01:00:00,2.1,0.0,91,3.6,90
2016-01-20 02:00:00,1.9,0.0,91,4.0,89
2016-01-20 03:00:00,1.7,0.0,92,3.9,88
2016-01-20 04:00:00,1.4,0.0,92,3.1,92
2016-01-20 05:00:00,1.2,0.0,92,2.6,95
2016-01-20 06:00:00,1.4,0.0,92,2.3,93
2016-01-20 07:00:00,1.6,0.0,92,1.6,89
2016-01-20 08:00:00,1.6,0.0,92,0.8,88
2016-01-20 09:00:00,1.7,0.0,92,3.0,85
2016-01-20 10:00:00,1.4,0.0,94,4.7,99
2016-01-20 11:00:00,1.6,0.0,95,5.2,100
2016-01-20 12:00:00,2.6,0.0,91,5.8,100
2016-01-20 13:00:00,2.7,0.0,89,5.2,100
2016-01-20 14:00:00,2.8,0.0,88,5.2,100
2016-01-20 15:00:00,2.8,0.0,87,4.3,98
2016-01-20 16:00:00,2.6,0.0,89,4.0,95
2016-01-20 17:00:00,2.3,0.0,90,5.1,91
2016-01-20 18:00:00,2.0,0.0,91,5.2,81
2016-01-20 19:00:00,1.7,0.0,92,5.4,78
2016-01-20 20:00:00,1.5,0.0,93,6.3,83
2016-01-20 21:00:00,1.0,0.0,93,6.4,68
2016-01-20 22:00:00,0.8,0.0,94,7.2,66
2016-01-20 23:00:00,0.7,0.0,94,6.9,64
2016-01-21 00:00:00,0.6,0.0,94,7.7,65
2016-01-21 01:00:00,0.5,0.0,95,8.0,70
2016-01-21 02:00:00,0.4,0.0,95,8.4,69
2016-01-21 03:00:00,0.3,0.0,94,8.7,69
2016-01-21 04:00:00,0.3,0.0,93,8.4,94
2016-01-21 05:00:00,0.5,0.0,91,7.8,97
2016-01-21 06:00:00,0.8,0.0,88,8.0,100
2016-01-21 07:00:00,1.0,0.0,86,9.2,100
2016-01-21 08:00:00,1.3,0.0,84,8.2,100
2016-01-21 09:00:00,1.5,0.0,83,8.7,99
2016-01-21 10:00:00,1.9,0.0,81,10.8,100
2016-01-21 11:00:00,2.3,0.0,80,9.3,100
2016-01-21 12:00:00,2.4,0.0,81,8.9,100
2016-01-21 13:00:00,2.6,0.0,81,9.6,100
2016-01-21 14:00:00,3.1,0.4,82,10.0,100
2016-01-21 15:00:00,3.3,0.7,88,10.0,100
2016-01-21 16:00:00,3.7,0.6,90,11.0,100
2016-01-21 17:00:00,4.3,0.4,92,12.4,100
2016-01-21 18:00:00,4.9,0.1,92,13.5,100
2016-01-21 19:00:00,5.2,0.0,90,13.8,100
2016-01-21 20:00:00,5.5,0.0,91,15.3,100
2016-01-21 21:00:00,5.9,0.0,91,16.0,100
2016-01-21 22:00:00,6.1,0.0,92,14.8,100
2016-01-21 23:00:00,6.3,0.0,91,17.5,100
2016-01-22 00:00:00,6.4,0.0,92,18.8,100
2016-01-22 01:00:00,6.5,0.0,91,19.7,100
2016-01-22 02:00:00,6.6,0.0,91,20.6,100
2016-01-22 03:00:00,6.7,0.2,91,22.0,100
2016-01-22 04:00:00,6.8,0.0,92,23.8,100
2016-01-22 05:00:00,7.1,0.0,91,26.0,100
2016-01-22 06:00:00,7.2,1.0,92,26.3,100
2016-01-22 07:00:00,7.4,1.4,92,26.7,100
2016-01-22 08:00:00,7.7,1.2,92,27.1,100
2016-01-22 09:00:00,8.0,1.1,92,28.0,100
2016-01-22 10:00:00,8.3,0.7,92,26.9,100
2016-01-22 11:00:00,8.7,0.0,92,25.6,100
2016-01-22 12:00:00,9.4,0.0,91,24.0,99
2016-01-22 13:00:00,10.0,0.2,90,23.5,98
2016-01-22 14:00:00,10.2,0.0,84,24.5,35
2016-01-22 15:00:00,9.5,0.0,80,23.0,19
2016-01-22 16:00:00,8.7,0.0,81,22.4,18
2016-01-22 17:00:00,8.1,0.0,82,23.2,30
2016-01-22 18:00:00,7.9,0.0,81,23.7,23
2016-01-22 19:00:00,7.5,0.0,78,24.7,29
2016-01-22 20:00:00,7.2,0.0,78,25.7,29
2016-01-22 21:00:00,7.0,0.0,80,27.5,36
2016-01-22 22:00:00,6.9,0.0,81,28.4,16
2016-01-22 23:00:00,6.7,0.0,82,29.4,28
2016-01-23 00:00:00,6.7,0.0,83,30.0,26
2016-01-23 01:00:00,6.8,0.0,82,29.9,29
2016-01-23 02:00:00,6.8,0.0,81,27.7,20
2016-01-23 03:00:00,6.8,0.0,80,27.4,23
2016-01-23 04:00:00,6.6,0.0,81,26.3,32
2016-01-23 05:00:00,6.4,0.0,81,23.1,8
2016-01-23 06:00:00,6.0,0.0,82,22.4,2
2016-01-23 07:00:00,6.4,0.0,86,23.7,6
2016-01-23 08:00:00,6.4,0.0,88,24.2,6
2016-01-23 09:00:00,6.6,0.0,88,25.0,14
2016-01-23 10:00:00,7.4,0.0,86,27.5,100
2016-01-23 11:00:00,8.3,0.0,83,26.7,100
2016-01-23 12:00:00,8.9,0.0,81,25.4,100
2016-01-23 13:00:00,9.3,0.0,80,24.7,100
2016-01-23 14:00:00,9.2,0.0,81,25.5,100
2016-01-23 15:00:00,9.0,0.0,83,22.5,100
2016-01-23 16:00:00,8.7,0.0,84,21.3,100
2016-01-23 17:00:00,8.4,0.0,85,21.5,99
2016-01-23 18:00:00,7.9,0.0,86,17.1,100
2016-01-23 19:00:00,7.7,0.2,87,13.6,100
2016-01-23 20:00:00,7.3,0.3,86,9.5,100
2016-01-23 21:00:00,7.1,0.5,88,10.3,100
2016-01-23 22:00:00,7.1,0.4,90,13.5,100
2016-01-23 23:00:00,7.3,0.2,91,13.2,100
2016-01-24 00:00:00,7.7,0.0,93,13.8,100
2016-01-24 01:00:00,8.2,0.0,94,15.3,100
2016-01-24 02:00:00,8.8,0.0,95,15.1,100
2016-01-24 03:00:00,9.3,0.0,95,15.2,100
2016-01-24 04:00:00,9.5,0.0,95,16.2,100
2016-01-24 05:00:00,9.6,0.2,95,16.8,100
2016-01-24 06:00:00,9.6,0.3,95,16.9,100
2016-01-24 07:00:00,10.4,0.5,95,18.8,100
2016-01-24 08:00:00,10.9,0.3,94,23.7,100
2016-01-24 09:00:00,11.2,0.1,95,25.7,100
2016-01-24 10:00:00,11.2,0.0,94,24.2,100
2016-01-24 11:00:00,11.3,0.0,94,24.2,95
2016-01-24 12:00:00,11.3,0.0,93,24.0,100
2016-01-24 13:00:00,11.4,0.0,93,23.6,100
2016-01-24 14:00:00,11.3,0.0,92,23.9,100
2016-01-24 15:00:00,11.1,0.0,91,25.4,100
2016-01-24 16:00:00,10.9,0.0,91,23.6,100
2016-01-24 17:00:00,10.6,0.0,92,21.4,100
2016-01-24 18:00:00,10.6,0.0,93,21.7,99
2016-01-24 19:00:00,11.2,0.0,91,23.5,100
2016-01-24 20:00:00,11.0,0.0,90,24.6,100
2016-01-24 21:00:00,11.0,0.0,90,24.1,100
2016-01-24 22:00:00,11.2,0.0,91,23.3,100
2016-01-24 23:00:00,11.4,0.0,90,24.3,100
2016-01-25 00:00:00,11.4,0.0,90,25.3,100
2016-01-25 01:00:00,11.5,0.0,89,26.5,100
2016-01-25 02:00:00,11.5,0.0,88,26.9,100
2016-01-25 03:00:00,11.5,0.0,87,27.4,100
2016-01-25 04:00:00,11.4,0.0,87,27.1,100
2016-01-25 05:00:00,11.5,0.0,85,28.1,100
2016-01-25 06:00:00,11.5,0.0,83,29.9,100
2016-01-25 07:00:00,12.1,0.0,81,30.2,100
2016-01-25 08:00:00,12.0,0.0,81,30.1,100
2016-01-25 09:00:00,12.0,0.0,81,31.5,100
2016-01-25 10:00:00,12.0,0.0,80,32.1,100
2016-01-25 11:00:00,12.1,0.0,79,32.2,100
2016-01-25 12:00:00,12.1,0.0,80,31.5,63
2016-01-25 13:00:00,12.2,0.0,79,35.2,85
2016-01-25 14:00:00,11.7,0.0,79,37.7,78
2016-01-25 15:00:00,11.0,0.4,81,35.3,100
2016-01-25 16:00:00,8.5,0.5,89,31.5,97
2016-01-25 17:00:00,6.5,0.1,85,28.2,86
2016-01-25 18:00:00,6.1,0.0,83,25.1,7
2016-01-25 19:00:00,5.9,0.0,86,23.5,15
2016-01-25 20:00:00,5.5,0.0,87,23.4,51
2016-01-25 21:00:00,5.5,0.0,87,22.7,60
2016-01-25 22:00:00,5.5,0.0,86,23.4,98
2016-01-25 23:00:00,5.4,0.0,85,24.7,100
2016-01-26 00:00:00,5.6,0.0,84,25.7,100
2016-01-26 01:00:00,5.8,0.0,84,24.9,100
2016-01-26 02:00:00,6.1,0.0,83,23.5,100
2016-01-26 03:00:00,6.2,0.2,84,22.2,100
2016-01-26 04:00:00,6.4,0.5,85,25.5,100
2016-01-26 05:00:00,6.8,1.0,87,30.1,100
2016-01-26 06:00:00,7.0,1.5,88,35.5,100
2016-01-26 07:00:00,7.0,1.8,88,39.3,100
2016-01-26 08:00:00,7.3,2.4,88,41.8,100
2016-01-26 09:00:00,8.1,2.6,88,42.8,100
2016-01-26 10:00:00,9.0,2.1,89,42.8,100
2016-01-26 11:00:00,9.7,2.0,89,41.4,100
2016-01-26 12:00:00,10.1,2.2,90,39.8,100
2016-01-26 13:00:00,10.5,0.4,91,38.0,100
2016-01-26 14:00:00,11.0,0.3,89,36.2,91
2016-01-26 15:00:00,11.3,0.2,89,35.9,99
2016-01-26 16:00:00,11.1,0.3,89,37.0,58
2016-01-26 17:00:00,10.4,0.2,83,36.5,100
2016-01-26 18:00:00,9.8,0.0,85,36.6,100
2016-01-26 19:00:00,9.6,0.0,86,35.3,100
2016-01-26 20:00:00,8.7,0.0,85,34.2,100
2016-01-26 21:00:00,7.7,0.0,83,32.0,79
2016-01-26 22:00:00,7.0,0.0,82,26.9,86
2016-01-26 23:00:00,6.6,0.0,82,22.6,99
2016-01-27 00:00:00,6.1,0.3,84,16.6,100
2016-01-27 01:00:00,5.8,0.5,86,13.8,100
2016-01-27 02:00:00,5.4,0.8,91,8.3,99
2016-01-27 03:00:00,5.1,0.7,92,4.4,100
2016-01-27 04:00:00,4.8,0.4,94,2.5,100
2016-01-27 05:00:00,4.5,0.8,94,3.9,100
2016-01-27 06:00:00,4.1,0.8,94,7.6,100
2016-01-27 07:00:00,3.8,1.6,96,10.1,100
2016-01-27 08:00:00,3.9,1.3,96,11.6,100
2016-01-27 09:00:00,3.9,1.8,97,11.8,100
2016-01-27 10:00:00,3.5,2.6,98,12.5,100
2016-01-27 11:00:00,2.6,2.6,99,11.4,100
2016-01-27 12:00:00,1.9,1.6,100,12.4,100
2016-01-27 13:00:00,2.4,0.4,97,16.7,100
2016-01-27 14:00:00,3.6,0.0,91,21.3,100
2016-01-27 15:00:00,4.5,0.0,88,23.7,81
2016-01-27 16:00:00,4.0,0.2,90,24.0,74
2016-01-27 17:00:00,3.2,0.0,88,27.9,40
2016-01-27 18:00:00,2.6,0.0,84,26.4,39
2016-01-27 19:00:00,3.0,0.0,84,23.2,32
2016-01-27 20:00:00,2.8,0.0,85,22.3,20
2016-01-27 21:00:00,2.4,0.0,84,22.7,27
2016-01-27 22:00:00,2.3,0.0,82,25.0,20
2016-01-27 23:00:00,2.1,0.0,84,26.3,40
2016-01-28 00:00:00,2.2,0.0,84,27.2,59
2016-01-28 01:00:00,2.2,0.0,84,26.3,69
2016-01-28 02:00:00,2.3,0.0,87,25.6,65
2016-01-28 03:00:00,2.6,0.0,86,24.7,85
2016-01-28 04:00:00,2.7,0.1,87,25.6,89
2016-01-28 05:00:00,3.1,0.1,85,26.4,72
2016-01-28 06:00:00,3.1,0.0,85,27.0,98
2016-01-28 07:00:00,3.6,0.0,86,28.0,73
2016-01-28 08:00:00,3.8,0.0,86,28.8,90
2016-01-28 09:00:00,4.2,0.0,86,29.3,99
2016-01-28 10:00:00,4.7,0.0,85,30.0,96
2016-01-28 11:00:00,5.4,0.0,82,32.1,86
2016-01-28 12:00:00,5.9,0.0,80,35.6,100
2016-01-28 13:00:00,6.2,0.1,81,34.7,100
2016-01-28 14:00:00,6.1,0.3,82,35.1,99
2016-01-28 15:00:00,5.8,0.5,85,34.7,99
2016-01-28 16:00:00,5.0,1.6,91,34.0,98
2016-01-28 17:00:00,5.4,0.3,90,33.5,92
2016-01-28 18:00:00,6.0,0.0,88,32.8,92
2016-01-28 19:00:00,6.7,0.0,87,33.2,89
2016-01-28 20:00:00,7.1,0.0,87,33.5,66
2016-01-28 21:00:00,7.1,0.0,87,34.2,76
2016-01-28 22:00:00,7.4,0.1,85,36.1,49
2016-01-28 23:00:00,7.3,0.5,87,34.6,100
2016-01-29 00:00:00,7.8,0.7,90,37.2,100
2016-01-29 01:00:00,8.9,0.6,91,41.0,100
2016-01-29 02:00:00,9.4,0.4,90,40.8,100
2016-01-29 03:00:00,9.5,0.1,88,43.8,100
2016-01-29 04:00:00,9.5,0.0,84,45.3,100
2016-01-29 05:00:00,9.3,0.3,84,45.5,100
2016-01-29 06:00:00,8.8,1.3,88,46.4,100
2016-01-29 07:00:00,9.1,1.3,88,50.1,99
2016-01-29 08:00:00,7.9,1.3,81,50.9,38
2016-01-29 09:00:00,6.9,0.0,71,51.1,27
2016-01-29 10:00:00,6.6,0.0,69,45.8,40
2016-01-29 11:00:00,6.0,0.0,72,45.1,46
2016-01-29 12:00:00,5.5,0.1,76,40.9,39
2016-01-29 13:00:00,5.8,0.1,73,37.0,19
2016-01-29 14:00:00,5.4,0.0,75,34.5,34
2016-01-29 15:00:00,5.0,0.0,75,39.5,85
2016-01-29 16:00:00,4.9,0.0,75,36.0,82
2016-01-29 17:00:00,4.6,0.0,75,35.0,31
2016-01-29 18:00:00,4.2,0.0,77,33.9,83
2016-01-29 19:00:00,5.4,0.1,72,34.8,93
2016-01-29 20:00:00,5.2,0.3,77,36.0,93
2016-01-29 21:00:00,5.2,0.3,80,36.9,95
2016-01-29 22:00:00,4.9,0.5,82,38.0,98
2016-01-29 23:00:00,3.4,0.7,90,37.2,100
2016-01-30 00:00:00,2.4,0.3,85,35.2,99
2016-01-30 01:00:00,1.7,0.0,80,31.4,94
2016-01-30 02:00:00,1.2,0.0,79,28.8,75
2016-01-30 03:00:00,1.2,0.0,74,29.6,98
2016-01-30 04:00:00,1.3,0.0,70,33.1,100
2016-01-30 05:00:00,1.2,0.0,69,33.4,98
2016-01-30 06:00:00,1.0,0.0,74,33.5,84
2016-01-30 07:00:00,1.7,0.0,77,36.1,51
2016-01-30 08:00:00,1.3,0.0,78,35.5,62
2016-01-30 09:00:00,1.3,0.0,79,35.3,52
2016-01-30 10:00:00,1.7,0.2,79,34.7,71
2016-01-30 11:00:00,1.8,0.3,82,30.9,63
2016-01-30 12:00:00,2.1,0.2,82,34.5,84
2016-01-30 13:00:00,2.3,0.0,81,37.4,51
2016-01-30 14:00:00,2.3,0.0,77,37.5,61
2016-01-30 15:00:00,2.1,0.0,83,43.4,86
2016-01-30 16:00:00,2.1,0.0,79,39.2,70
2016-01-30 17:00:00,1.8,0.0,79,36.4,22
2016-01-30 18:00:00,1.7,0.0,80,33.6,34
2016-01-30 19:00:00,1.8,0.0,80,31.9,46
2016-01-30 20:00:00,1.6,0.0,82,32.2,78
2016-01-30 21:00:00,1.6,0.0,83,32.0,100
2016-01-30 22:00:00,1.6,0.0,81,30.8,99
